[2025-03-11 15:01:44.576160] [171420] [debug] init_provider started
[2025-03-11 15:01:44.576477] [171420] [info] Found kernel with version 5.14.0-503
[2025-03-11 15:01:44.576496] [171420] [info] chdir_optimization_enabled config value: true
[2025-03-11 15:01:44.576510] [171420] [info] uprobes_enabled_backported_kernel config value: false
[2025-03-11 15:01:44.576556] [171420] [info] tcp_v6_accept kprobes config value: true
[2025-03-11 15:01:44.576590] [171420] [info] tcp_v6_connect kprobes config value: true
[2025-03-11 15:01:44.576624] [171420] [info] tcp_v4_accept ebpf config value: true
[2025-03-11 15:01:44.576659] [171420] [info] tcp_v4_connect ebpf config value: true
[2025-03-11 15:01:44.576692] [171420] [info] tcp_v6_accept ebpf config value: true
[2025-03-11 15:01:44.576725] [171420] [info] tcp_v6_connect ebpf config value: true
[2025-03-11 15:01:44.576738] [171420] [info] ebpf_allow_missing_caps config value: true
[2025-03-11 15:01:44.576756] [171420] [info] btf_num_candidates config value: 3
[2025-03-11 15:01:44.576804] [171420] [debug] cron monitor: [full path: /var/spool/cron/crontabs, host path: /var/spool/cron/crontabs, path: /var/spool/cron/crontabs] does not exist
[2025-03-11 15:01:44.576919] [171420] [info] cron monitor: initialized
[2025-03-11 15:01:44.576953] [171420] [trace] utmp entry: type=7, pid=1051007, line=pts/0, id=ts/0onecloud-admin, user=onecloud-admin, host=10.51.192.166, tv=(1725120195.511691)
[2025-03-11 15:01:54.327481] [171420] [trace] raw id string: 1348
[2025-03-11 15:01:54.327609] [171420] [debug] eBPF program fd 180 attached to perf fd 181
[2025-03-11 15:01:54.327623] [171420] [trace] raw id string: 1346
[2025-03-11 15:01:54.327655] [171420] [debug] eBPF program fd 179 attached to perf fd 182
[2025-03-11 15:01:54.331345] [171420] [debug] eBPF program fd 178 attached to perf fd 183
[2025-03-11 15:01:54.331360] [171420] [trace] Adding event of type 50042
[2025-03-11 15:01:54.331365] [171420] [trace] Added event fd 181 to main fd 20 (CPU 0)
[2025-03-11 15:01:54.331369] [171420] [trace] Adding event of type 50042
[2025-03-11 15:01:54.331372] [171420] [trace] Added event fd 182 to main fd 20 (CPU 0)
[2025-03-11 15:01:54.331373] [171420] [trace] Adding event of type 50042
[2025-03-11 15:01:54.331376] [171420] [trace] Added event fd 183 to main fd 20 (CPU 0)
[2025-03-11 15:01:54.331403] [171420] [info] open_event_hooks: ebpf_tcp_accept: 3 hooks
[2025-03-11 15:01:54.331406] [171420] [debug] hook_ebpf: handling cpu id 1 for 'sys_exit_accept4', creating a dummy fd
[2025-03-11 15:01:54.331409] [171420] [debug] hook_ebpf: handling cpu id 1 for 'sys_exit_accept', creating a dummy fd
[2025-03-11 15:01:54.331413] [171420] [debug] hook_ebpf: handling cpu id 1 for 's1_50042_security_socket_accept_enter', creating a dummy fd
[2025-03-11 15:01:54.331415] [171420] [trace] Adding event of type 50042
[2025-03-11 15:01:54.331417] [171420] [trace] Adding event of type 50042
[2025-03-11 15:01:54.331439] [171420] [trace] Adding event of type 50042
[2025-03-11 15:01:54.331457] [171420] [debug] Initializing event tcp_connect
[2025-03-11 15:01:54.331464] [171420] [info] libbpf s1 constant 'dynamic_sample_enabled' set to 'enabled'
[2025-03-11 15:01:54.331775] [171420] [debug] available_versions: core,5.11.0-16
[2025-03-11 15:01:54.331781] [171420] [debug] init_ebpf_object: checking version 'core' for 'tcp_connect' eBPF
[2025-03-11 15:01:54.349693] [171420] [debug] Autoload disable, skipping eBPF program tcp_set_state_kprobe_prog (kprobe/tcp_set_state)
[2025-03-11 15:01:54.349695] [171420] [debug] Autoload disable, skipping eBPF program tcp_set_state_tracepoint_prog (tracepoint/tcp/tcp_set_state)
[2025-03-11 15:01:54.349697] [171420] [debug] Autoload disable, skipping eBPF program inet_sock_set_state_u8_protocol_prog (tracepoint/sock/inet_sock_set_state)
[2025-03-11 15:01:54.349699] [171420] [debug] Autoload disable, skipping eBPF program inet_sock_set_state_u16_protocol_prog (tracepoint/sock/inet_sock_set_state)
[2025-03-11 15:01:54.349710] [171420] [debug] hook_ebpf: section name: tracepoint/sock/inet_sock_set_state, tracefs hook name: inet_sock_set_state, ebpf_type: 50042, skip: false, event buffer type: perf
[2025-03-11 15:01:54.349729] [171420] [debug] Autoload disable, skipping eBPF program security_socket_accept_prog (kprobe/security_socket_accept)
[2025-03-11 15:01:54.349732] [171420] [debug] Autoload disable, skipping eBPF program tcp_sys_exit_accept_prog (tracepoint/syscalls/sys_exit_accept)
[2025-03-11 15:01:54.349734] [171420] [debug] Autoload disable, skipping eBPF program tcp_sys_exit_accept4_prog (tracepoint/syscalls/sys_exit_accept4)
[2025-03-11 15:01:54.349777] [171420] [info] loaded eBPF object: path: /opt/sentinelone/ebpfs/core/tcp_kern.o, name: tcp_kern, programs (8), maps (5). eBPF programs: [name: tcp_set_state_kprobe_prog, section name: kprobe/tcp_set_state, insns: 200, prog_type: kprobe, fd: not loaded] [name: tcp_set_state_tracepoint_prog, section name: tracepoint/tcp/tcp_set_state, insns: 129, prog_type: tracepoint, fd: not loaded] [name: inet_sock_set_state_u8_protocol_prog, section name: tracepoint/sock/inet_sock_set_state, insns: 246, prog_type: tracepoint, fd: not loaded] [name: inet_sock_set_state_u16_protocol_prog, section name: tracepoint/sock/inet_sock_set_state, insns: 252, prog_type: tracepoint, fd: not loaded] [name: inet_sock_set_state_u16_protocol_extended_common_prog, section name: tracepoint/sock/inet_sock_set_state, insns: 252, prog_type: tracepoint, fd: 190] [name: security_socket_accept_prog, section name: kprobe/security_socket_accept, insns: 33, prog_type: kprobe, fd: not loaded] [name: tcp_sys_exit_accept_prog, section name: tracepoint/syscalls/sys_exit_accept, insns: 179, prog_type: tracepoint, fd: not loaded] [name: tcp_sys_exit_accept4_prog, section name: tracepoint/syscalls/sys_exit_accept4, insns: 179, prog_type: tracepoint, fd: not loaded], eBPF maps: [name: events_map, fd: 185, type: perf_event, max_entries: 2048, key_size: 4, value_size: 4] [name: s1_pex, fd: 187, type: hash, max_entries: 4194304, key_size: 4, value_size: 1] [name: s1_mex, fd: 188, type: hash, max_entries: 512, key_size: 4, value_size: 1] [name: tcp_connection_pid_storage, fd: 186, type: lru_hash, max_entries: 2048, key_size: 8, value_size: 8] [name: tcp_connection_socket_storage, fd: 189, type: lru_hash, max_entries: 2048, key_size: 4, value_size: 8], eBPF links:
[2025-03-11 15:01:54.349788] [171420] [debug] Run eBPF test for 'tcp_kern.o', 'ebpf_tcp_connect', test params: /opt/sentinelone/ebpfs/test_ebpf tcp_connection --outgoing --object=/opt/sentinelone/ebpfs/core/tcp_kern.o --missing-caps
[2025-03-11 15:01:54.351302] [171420] [debug] run_ebpf_test: pid 171462
[2025-03-11 15:01:54.351312] [171420] [debug] Excluding PID 171462
[2025-03-11 15:01:55.351747] [171420] [info] eBPF test for 'tcp_kern.o', 'ebpf_tcp_connect' pass successfully
[2025-03-11 15:01:55.351795] [171420] [debug] Initializing event ebpf_tcp_connect
[2025-03-11 15:01:55.351800] [171420] [debug] get_supported_ebpf_object: called for 'ebpf_tcp_connect' type
[2025-03-11 15:01:55.351802] [171420] [debug] perf_ebpf_object::init_hooks: called for ebpf_tcp_connect
[2025-03-11 15:01:55.351881] [171420] [info] perf_ebpf_object: initialized 1 hooks for type 'ebpf_tcp_connect'
[2025-03-11 15:01:55.351900] [171420] [debug] sample handler for 50042 is already exist with 1 handlers
[2025-03-11 15:01:55.351906] [171420] [info] open_event_hooks: ebpf_tcp_connect: 1 hooks
[2025-03-11 15:01:55.351948] [171420] [trace] raw id string: 1394
[2025-03-11 15:01:55.352127] [171420] [debug] eBPF program fd 190 attached to perf fd 191
[2025-03-11 15:01:55.352132] [171420] [trace] Adding event of type 50042
[2025-03-11 15:01:55.352137] [171420] [trace] Added event fd 191 to main fd 20 (CPU 0)
[2025-03-11 15:01:55.352152] [171420] [info] open_event_hooks: ebpf_tcp_connect: 1 hooks
[2025-03-11 15:01:55.352157] [171420] [debug] hook_ebpf: handling cpu id 1 for 'inet_sock_set_state', creating a dummy fd
[2025-03-11 15:01:55.352159] [171420] [trace] Adding event of type 50042
[2025-03-11 15:01:55.352180] [171420] [debug] Initializing event file_close_write
[2025-03-11 15:01:55.352188] [171420] [info] libbpf s1 constant 'dynamic_sample_enabled' set to 'enabled'
[2025-03-11 15:01:55.352266] [171420] [debug] available_versions: core,5.11.0-16
[2025-03-11 15:01:55.352384] [171420] [debug] init_ebpf_object: checking version 'core' for 'file_close_write' eBPF
[2025-03-11 15:01:55.412926] [171420] [debug] hook_ebpf: section name: kprobe/open_with_fake_path, tracefs hook name: s1_50001_open_with_fake_path_enter, ebpf_type: 50001, skip: false, event buffer type: perf
[2025-03-11 15:01:55.415035] [171420] [debug] hook_ebpf: section name: kprobe/security_file_permission, tracefs hook name: s1_50001_security_file_permission_enter, ebpf_type: 50001, skip: false, event buffer type: perf
[2025-03-11 15:01:55.417256] [171420] [debug] hook_ebpf: section name: kprobe/security_mmap_file, tracefs hook name: s1_50001_security_mmap_file_enter, ebpf_type: 50001, skip: false, event buffer type: perf
[2025-03-11 15:01:55.419042] [171420] [debug] hook_ebpf: section name: kprobe/do_truncate, tracefs hook name: s1_50001_do_truncate_enter, ebpf_type: 50001, skip: false, event buffer type: perf
[2025-03-11 15:01:55.426585] [171420] [info] perf_ebpf_object::make_hooks: failed to create hook kprobe/stream_truncated_path_telemetry_tail: make_kprobe_traceable_section_name: failed, can't trace stream_truncated_path_telemetry_tail, skipping it
[2025-03-11 15:01:55.433933] [171420] [info] perf_ebpf_object::make_hooks: failed to create hook kprobe/stream_fcw_sample_compat_tail: make_kprobe_traceable_section_name: failed, can't trace stream_fcw_sample_compat_tail, skipping it
[2025-03-11 15:01:55.441460] [171420] [info] perf_ebpf_object::make_hooks: failed to create hook kprobe/stream_fcw_sample_tail: make_kprobe_traceable_section_name: failed, can't trace stream_fcw_sample_tail, skipping it
[2025-03-11 15:01:55.448728] [171420] [info] perf_ebpf_object::make_hooks: failed to create hook kprobe/do_post_walk_path_goto_custom_step_tail: make_kprobe_traceable_section_name: failed, can't trace do_post_walk_path_goto_custom_step_tail, skipping it
[2025-03-11 15:01:55.455944] [171420] [info] perf_ebpf_object::make_hooks: failed to create hook kprobe/do_walk_path_and_advance_tail: make_kprobe_traceable_section_name: failed, can't trace do_walk_path_and_advance_tail, skipping it
[2025-03-11 15:01:55.457548] [171420] [debug] hook_ebpf: section name: kprobe/__fput, tracefs hook name: s1_50001___fput_enter, ebpf_type: 50001, skip: false, event buffer type: perf
[2025-03-11 15:01:55.457617] [171420] [info] loaded eBPF object: path: /opt/sentinelone/ebpfs/core/file_close_write_kern.o, name: file_close_writ, programs (10), maps (9). eBPF programs: [name: open_with_fake_path_prog, section name: kprobe/open_with_fake_path, insns: 67, prog_type: kprobe, fd: 202] [name: security_file_permission_prog, section name: kprobe/security_file_permission, insns: 202, prog_type: kprobe, fd: 203] [name: mmap_file_prog, section name: kprobe/security_mmap_file, insns: 192, prog_type: kprobe, fd: 204] [name: do_truncate_prog, section name: kprobe/do_truncate, insns: 200, prog_type: kprobe, fd: 205] [name: stream_truncated_path_telemetry_tail, section name: kprobe/stream_truncated_path_telemetry_tail, insns: 1645, prog_type: kprobe, fd: 206] [name: stream_fcw_sample_compat_tail, section name: kprobe/stream_fcw_sample_compat_tail, insns: 19, prog_type: kprobe, fd: 207] [name: stream_fcw_sample_tail, section name: kprobe/stream_fcw_sample_tail, insns: 334, prog_type: kprobe, fd: 208] [name: do_post_walk_path_goto_custom_step_tail, section name: kprobe/do_post_walk_path_goto_custom_step_tail, insns: 83, prog_type: kprobe, fd: 209] [name: do_walk_path_and_advance_tail, section name: kprobe/do_walk_path_and_advance_tail, insns: 1639, prog_type: kprobe, fd: 210] [name: fput_prog, section name: kprobe/__fput, insns: 320, prog_type: kprobe, fd: 211], eBPF maps: [name: active_write_map, fd: 193, type: lru_hash, max_entries: 8192, key_size: 8, value_size: 8] [name: events_map, fd: 194, type: perf_event, max_entries: 2048, key_size: 4, value_size: 4] [name: tmp_sample_storage, fd: 195, type: per_cpu, max_entries: 1, key_size: 4, value_size: 4176] [name: build_abs_path_args_map, fd: 196, type: lru_hash, max_entries: 2048, key_size: 8, value_size: 48] [name: build_abs_path_prog_array, fd: 197, type: prog_array, max_entries: 16, key_size: 4, value_size: 4] [name: s1_pex, fd: 199, type: hash, max_entries: 4194304, key_size: 4, value_size: 1] [name: s1_mex, fd: 200, type: hash, max_entries: 512, key_size: 4, value_size: 1] [name: real_inodes, fd: 198, type: lru_hash, max_entries: 4096, key_size: 8, value_size: 1] [name: tmp_dynamic_sample_storage, fd: 201, type: per_cpu, max_entries: 1, key_size: 4, value_size: 8200], eBPF links:
[2025-03-11 15:01:55.457629] [171420] [debug] Run eBPF test for 'file_close_write_kern.o', 'ebpf_file_close_write', test params: /opt/sentinelone/ebpfs/test_ebpf file_close_write --object=/opt/sentinelone/ebpfs/core/file_close_write_kern.o --missing-caps
[2025-03-11 15:01:55.458567] [171420] [debug] run_ebpf_test: pid 171465
[2025-03-11 15:01:55.458584] [171420] [debug] Excluding PID 171465
[2025-03-11 15:01:56.459055] [171420] [info] eBPF test for 'file_close_write_kern.o', 'ebpf_file_close_write' pass successfully
[2025-03-11 15:01:56.459096] [171420] [info] tail_calls pipeline: adding 'index: 3, fd: 206' entry
[2025-03-11 15:01:56.459102] [171420] [info] tail_calls pipeline: adding 'index: 2, fd: 208' entry
[2025-03-11 15:01:56.459104] [171420] [info] tail_calls pipeline: adding 'index: 1, fd: 209' entry
[2025-03-11 15:01:56.459108] [171420] [info] tail_calls pipeline: adding 'index: 0, fd: 210' entry
[2025-03-11 15:01:56.459239] [171420] [debug] Initializing event ebpf_file_close_write
[2025-03-11 15:01:56.459246] [171420] [debug] get_supported_ebpf_object: called for 'ebpf_file_close_write' type
[2025-03-11 15:01:56.459249] [171420] [debug] perf_ebpf_object::init_hooks: called for ebpf_file_close_write
[2025-03-11 15:01:56.477397] [171420] [debug] Creating kprobe for '__fput', using dynamic_pmu approach
[2025-03-11 15:01:56.494443] [171420] [debug] Creating kprobe for 'do_truncate', using dynamic_pmu approach
[2025-03-11 15:01:56.516400] [171420] [debug] Creating kprobe for 'security_mmap_file', using dynamic_pmu approach
[2025-03-11 15:01:56.537384] [171420] [debug] Creating kprobe for 'security_file_permission', using dynamic_pmu approach
[2025-03-11 15:01:56.560411] [171420] [debug] Creating kprobe for 'open_with_fake_path', using dynamic_pmu approach
[2025-03-11 15:01:56.560517] [171420] [info] perf_ebpf_object: initialized 5 hooks for type 'ebpf_file_close_write'
[2025-03-11 15:01:56.560566] [171420] [debug] adding sample handler for 50001
[2025-03-11 15:01:56.560574] [171420] [debug] sample handler for 50001 is already exist with 1 handlers
[2025-03-11 15:01:56.560578] [171420] [debug] sample handler for 50001 is already exist with 1 handlers
[2025-03-11 15:01:56.560585] [171420] [debug] sample handler for 50001 is already exist with 1 handlers
[2025-03-11 15:01:56.560590] [171420] [debug] sample handler for 50001 is already exist with 1 handlers
[2025-03-11 15:01:56.560597] [171420] [info] open_event_hooks: ebpf_file_close_write: 5 hooks
[2025-03-11 15:01:56.567581] [171420] [debug] eBPF program fd 211 attached to perf fd 212
[2025-03-11 15:01:56.570418] [171420] [debug] eBPF program fd 205 attached to perf fd 213
[2025-03-11 15:01:56.575506] [171420] [debug] eBPF program fd 204 attached to perf fd 214
[2025-03-11 15:01:56.580009] [171420] [debug] eBPF program fd 203 attached to perf fd 215
[2025-03-11 15:01:56.583730] [171420] [debug] eBPF program fd 202 attached to perf fd 216
[2025-03-11 15:01:56.583745] [171420] [trace] Adding event of type 50001
[2025-03-11 15:01:56.583751] [171420] [trace] Added event fd 212 to main fd 20 (CPU 0)
[2025-03-11 15:01:56.583756] [171420] [trace] Adding event of type 50001
[2025-03-11 15:01:56.583761] [171420] [trace] Added event fd 213 to main fd 20 (CPU 0)
[2025-03-11 15:01:56.583763] [171420] [trace] Adding event of type 50001
[2025-03-11 15:01:56.583766] [171420] [trace] Added event fd 214 to main fd 20 (CPU 0)
[2025-03-11 15:01:56.583769] [171420] [trace] Adding event of type 50001
[2025-03-11 15:01:56.583771] [171420] [trace] Added event fd 215 to main fd 20 (CPU 0)
[2025-03-11 15:01:56.583773] [171420] [trace] Adding event of type 50001
[2025-03-11 15:01:56.583777] [171420] [trace] Added event fd 216 to main fd 20 (CPU 0)
[2025-03-11 15:01:56.583790] [171420] [info] open_event_hooks: ebpf_file_close_write: 5 hooks
[2025-03-11 15:01:56.583794] [171420] [debug] hook_ebpf: handling cpu id 1 for 's1_50001___fput_enter', creating a dummy fd
[2025-03-11 15:01:56.583798] [171420] [debug] hook_ebpf: handling cpu id 1 for 's1_50001_do_truncate_enter', creating a dummy fd
[2025-03-11 15:01:56.583805] [171420] [debug] hook_ebpf: handling cpu id 1 for 's1_50001_security_mmap_file_enter', creating a dummy fd
[2025-03-11 15:01:56.583808] [171420] [debug] hook_ebpf: handling cpu id 1 for 's1_50001_security_file_permission_enter', creating a dummy fd
[2025-03-11 15:01:56.583815] [171420] [debug] hook_ebpf: handling cpu id 1 for 's1_50001_open_with_fake_path_enter', creating a dummy fd
[2025-03-11 15:01:56.583817] [171420] [trace] Adding event of type 50001
[2025-03-11 15:01:56.583819] [171420] [trace] Adding event of type 50001
[2025-03-11 15:01:56.583821] [171420] [trace] Adding event of type 50001
[2025-03-11 15:01:56.583824] [171420] [trace] Adding event of type 50001
[2025-03-11 15:01:56.583827] [171420] [trace] Adding event of type 50001
[2025-03-11 15:01:56.583857] [171420] [debug] Initializing event mount
[2025-03-11 15:01:56.583863] [171420] [info] libbpf s1 constant 'dynamic_sample_enabled' set to 'enabled'
[2025-03-11 15:01:56.583955] [171420] [debug] available_versions: core,5.11.0-16
[2025-03-11 15:01:56.583959] [171420] [debug] init_ebpf_object: checking version 'core' for 'mounts' eBPF
[2025-03-11 15:01:56.657966] [171420] [debug] hook_ebpf: section name: kprobe/security_sb_mount, tracefs hook name: s1_50002_security_sb_mount_enter, ebpf_type: 50002, skip: false, event buffer type: perf
[2025-03-11 15:01:56.660443] [171420] [debug] hook_ebpf: section name: kprobe/security_sb_mount, tracefs hook name: s1_50002_security_sb_mount_enter, ebpf_type: 50002, skip: false, event buffer type: perf
[2025-03-11 15:01:56.662745] [171420] [debug] hook_ebpf: section name: kprobe/do_add_mount, tracefs hook name: s1_50002_do_add_mount_enter, ebpf_type: 50002, skip: false, event buffer type: perf
[2025-03-11 15:01:56.665643] [171420] [debug] hook_ebpf: section name: kprobe/security_sb_umount, tracefs hook name: s1_50003_security_sb_umount_enter, ebpf_type: 50003, skip: false, event buffer type: perf
[2025-03-11 15:01:56.667759] [171420] [debug] hook_ebpf: section name: kprobe/umount_tree, tracefs hook name: s1_50003_umount_tree_enter, ebpf_type: 50003, skip: false, event buffer type: perf
[2025-03-11 15:01:56.670221] [171420] [debug] hook_ebpf: section name: kprobe/security_sb_pivotroot, tracefs hook name: s1_50004_security_sb_pivotroot_enter, ebpf_type: 50004, skip: false, event buffer type: perf
[2025-03-11 15:01:56.673013] [171420] [debug] hook_ebpf: section name: kprobe/security_sb_pivotroot, tracefs hook name: s1_50004_security_sb_pivotroot_enter, ebpf_type: 50004, skip: false, event buffer type: perf
[2025-03-11 15:01:56.674729] [171420] [debug] hook_ebpf: section name: kprobe/is_path_reachable, tracefs hook name: s1_50004_is_path_reachable_enter, ebpf_type: 50004, skip: false, event buffer type: perf
[2025-03-11 15:01:56.674735] [171420] [debug] hook_ebpf: section name: tracepoint/syscalls/sys_exit_setns, tracefs hook name: sys_exit_setns, ebpf_type: 50005, skip: false, event buffer type: perf
[2025-03-11 15:01:56.674757] [171420] [debug] hook_ebpf: section name: tracepoint/syscalls/sys_exit_unshare, tracefs hook name: sys_exit_unshare, ebpf_type: 50006, skip: false, event buffer type: perf
[2025-03-11 15:01:56.674810] [171420] [info] loaded eBPF object: path: /opt/sentinelone/ebpfs/core/mounts_kern.o, name: mounts_kern, programs (10), maps (12). eBPF programs: [name: security_sb_mount_prog, section name: kprobe/security_sb_mount, insns: 1879, prog_type: kprobe, fd: 230] [name: gke_cos_security_sb_mount_prog, section name: kprobe/security_sb_mount, insns: 1895, prog_type: kprobe, fd: 231] [name: do_add_mount_prog, section name: kprobe/do_add_mount, insns: 1936, prog_type: kprobe, fd: 232] [name: security_sb_umount_prog, section name: kprobe/security_sb_umount, insns: 39, prog_type: kprobe, fd: 233] [name: umount_tree_prog, section name: kprobe/umount_tree, insns: 1811, prog_type: kprobe, fd: 234] [name: security_sb_pivotroot_prog, section name: kprobe/security_sb_pivotroot, insns: 34, prog_type: kprobe, fd: 235] [name: gke_cos_security_sb_pivotroot_prog, section name: kprobe/security_sb_pivotroot, insns: 3556, prog_type: kprobe, fd: 236] [name: is_path_reachable_prog, section name: kprobe/is_path_reachable, insns: 3549, prog_type: kprobe, fd: 237] [name: setns_prog, section name: tracepoint/syscalls/sys_exit_setns, insns: 46, prog_type: tracepoint, fd: 238] [name: unshare_prog, section name: tracepoint/syscalls/sys_exit_unshare, insns: 46, prog_type: tracepoint, fd: 239], eBPF maps: [name: config_map, fd: 218, type: array, max_entries: 10, key_size: 4, value_size: 4] [name: build_abs_path_args_map, fd: 219, type: lru_hash, max_entries: 2048, key_size: 8, value_size: 48] [name: build_abs_path_prog_array, fd: 220, type: prog_array, max_entries: 16, key_size: 4, value_size: 4] [name: s1_pex, fd: 222, type: hash, max_entries: 4194304, key_size: 4, value_size: 1] [name: s1_mex, fd: 223, type: hash, max_entries: 512, key_size: 4, value_size: 1] [name: mount_tgid_to_args, fd: 221, type: lru_hash, max_entries: 2048, key_size: 4, value_size: 40] [name: mount_sample_tmp_storage, fd: 224, type: per_cpu, max_entries: 1, key_size: 4, value_size: 8280] [name: umount_tgid_to_args, fd: 225, type: lru_hash, max_entries: 2048, key_size: 4, value_size: 16] [name: umount_sample_tmp_storage, fd: 226, type: per_cpu, max_entries: 1, key_size: 4, value_size: 4108] [name: pivot_root_tgid_to_args, fd: 227, type: lru_hash, max_entries: 2048, key_size: 4, value_size: 16] [name: pivot_root_sample_tmp_storage, fd: 228, type: per_cpu, max_entries: 1, key_size: 4, value_size: 8204] [name: events_map, fd: 229, type: perf_event, max_entries: 2048, key_size: 4, value_size: 4], eBPF links:
[2025-03-11 15:01:56.674820] [171420] [debug] Run eBPF test for 'mounts_kern.o', 'ebpf_mount', test params: /opt/sentinelone/ebpfs/test_ebpf mount --remount --object=/opt/sentinelone/ebpfs/core/mounts_kern.o --missing-caps
[2025-03-11 15:01:56.676007] [171420] [debug] run_ebpf_test: pid 171467
[2025-03-11 15:01:56.676024] [171420] [debug] Excluding PID 171467
[2025-03-11 15:01:57.676744] [171420] [info] eBPF test for 'mounts_kern.o', 'ebpf_mount' pass successfully
[2025-03-11 15:01:57.676793] [171420] [debug] Initializing event ebpf_mount
[2025-03-11 15:01:57.676798] [171420] [debug] get_supported_ebpf_object: called for 'ebpf_mount' type
[2025-03-11 15:01:57.676800] [171420] [debug] perf_ebpf_object::init_hooks: called for ebpf_mount
[2025-03-11 15:01:57.698413] [171420] [debug] Creating kprobe for 'do_add_mount', using dynamic_pmu approach
[2025-03-11 15:01:57.718403] [171420] [debug] Creating kprobe for 'security_sb_mount', using dynamic_pmu approach
[2025-03-11 15:01:57.718408] [171420] [info] perf_ebpf_object: initialized 2 hooks for type 'ebpf_mount'
[2025-03-11 15:01:57.718475] [171420] [debug] adding sample handler for 50002
[2025-03-11 15:01:57.718497] [171420] [debug] sample handler for 50002 is already exist with 1 handlers
[2025-03-11 15:01:57.718502] [171420] [info] open_event_hooks: ebpf_mount: 2 hooks
[2025-03-11 15:01:57.721544] [171420] [debug] eBPF program fd 232 attached to perf fd 240
[2025-03-11 15:01:57.728037] [171420] [debug] eBPF program fd 230 attached to perf fd 241
[2025-03-11 15:01:57.728048] [171420] [trace] Adding event of type 50002
[2025-03-11 15:01:57.728056] [171420] [trace] Added event fd 240 to main fd 20 (CPU 0)
[2025-03-11 15:01:57.728338] [171420] [trace] Adding event of type 50002
[2025-03-11 15:01:57.728347] [171420] [trace] Added event fd 241 to main fd 20 (CPU 0)
[2025-03-11 15:01:57.728354] [171420] [info] open_event_hooks: ebpf_mount: 2 hooks
[2025-03-11 15:01:57.728367] [171420] [debug] hook_ebpf: handling cpu id 1 for 's1_50002_do_add_mount_enter', creating a dummy fd
[2025-03-11 15:01:57.728371] [171420] [debug] hook_ebpf: handling cpu id 1 for 's1_50002_security_sb_mount_enter', creating a dummy fd
[2025-03-11 15:01:57.728373] [171420] [trace] Adding event of type 50002
[2025-03-11 15:01:57.728390] [171420] [trace] Adding event of type 50002
[2025-03-11 15:01:57.728429] [171420] [debug] Initializing event umount
[2025-03-11 15:01:57.728434] [171420] [info] libbpf s1 constant 'dynamic_sample_enabled' set to 'enabled'
[2025-03-11 15:01:57.728446] [171420] [debug] init_ebpf_object: 'mounts' is already loaded, using same eBPF object
[2025-03-11 15:01:57.728495] [171420] [debug] Run eBPF test for 'mounts_kern.o', 'ebpf_umount', test params: /opt/sentinelone/ebpfs/test_ebpf umount --object=/opt/sentinelone/ebpfs/core/mounts_kern.o --missing-caps
[2025-03-11 15:01:57.729496] [171420] [debug] run_ebpf_test: pid 171477
[2025-03-11 15:01:57.729535] [171420] [debug] Excluding PID 171477
[2025-03-11 15:01:58.730097] [171420] [info] eBPF test for 'mounts_kern.o', 'ebpf_umount' pass successfully
[2025-03-11 15:01:58.730128] [171420] [debug] Initializing event ebpf_umount
[2025-03-11 15:01:58.730132] [171420] [debug] get_supported_ebpf_object: called for 'ebpf_umount' type
[2025-03-11 15:01:58.730135] [171420] [debug] perf_ebpf_object::init_hooks: called for ebpf_umount
[2025-03-11 15:01:58.747426] [171420] [debug] Creating kprobe for 'umount_tree', using dynamic_pmu approach
[2025-03-11 15:01:58.767736] [171420] [debug] Creating kprobe for 'security_sb_umount', using dynamic_pmu approach
[2025-03-11 15:01:58.767741] [171420] [info] perf_ebpf_object: initialized 2 hooks for type 'ebpf_umount'
[2025-03-11 15:01:58.767773] [171420] [debug] adding sample handler for 50003
[2025-03-11 15:01:58.767779] [171420] [debug] sample handler for 50003 is already exist with 1 handlers
[2025-03-11 15:01:58.767790] [171420] [info] open_event_hooks: ebpf_umount: 2 hooks
[2025-03-11 15:01:58.773563] [171420] [debug] eBPF program fd 234 attached to perf fd 242
[2025-03-11 15:01:58.776836] [171420] [debug] eBPF program fd 233 attached to perf fd 243
[2025-03-11 15:01:58.776856] [171420] [trace] Adding event of type 50003
[2025-03-11 15:01:58.776863] [171420] [trace] Added event fd 242 to main fd 20 (CPU 0)
[2025-03-11 15:01:58.776875] [171420] [trace] Adding event of type 50003
[2025-03-11 15:01:58.776882] [171420] [trace] Added event fd 243 to main fd 20 (CPU 0)
[2025-03-11 15:01:58.776897] [171420] [info] open_event_hooks: ebpf_umount: 2 hooks
[2025-03-11 15:01:58.776900] [171420] [debug] hook_ebpf: handling cpu id 1 for 's1_50003_umount_tree_enter', creating a dummy fd
[2025-03-11 15:01:58.776904] [171420] [debug] hook_ebpf: handling cpu id 1 for 's1_50003_security_sb_umount_enter', creating a dummy fd
[2025-03-11 15:01:58.776906] [171420] [trace] Adding event of type 50003
[2025-03-11 15:01:58.776910] [171420] [trace] Adding event of type 50003
[2025-03-11 15:01:58.776931] [171420] [debug] Initializing event pivot_root
[2025-03-11 15:01:58.776955] [171420] [info] libbpf s1 constant 'dynamic_sample_enabled' set to 'enabled'
[2025-03-11 15:01:58.776965] [171420] [debug] init_ebpf_object: 'mounts' is already loaded, using same eBPF object
