[2025-03-11 15:02:22.372396] [171550] [debug] init_provider started
[2025-03-11 15:02:22.372537] [171550] [info] Found kernel with version 5.14.0-503
[2025-03-11 15:02:22.372551] [171550] [info] chdir_optimization_enabled config value: true
[2025-03-11 15:02:22.372561] [171550] [info] uprobes_enabled_backported_kernel config value: false
[2025-03-11 15:02:22.372594] [171550] [info] tcp_v6_accept kprobes config value: true
[2025-03-11 15:02:22.372617] [171550] [info] tcp_v6_connect kprobes config value: true
[2025-03-11 15:02:22.372639] [171550] [info] tcp_v4_accept ebpf config value: true
[2025-03-11 15:02:22.372660] [171550] [info] tcp_v4_connect ebpf config value: true
[2025-03-11 15:02:22.372681] [171550] [info] tcp_v6_accept ebpf config value: true
[2025-03-11 15:02:22.372702] [171550] [info] tcp_v6_connect ebpf config value: true
[2025-03-11 15:02:22.372712] [171550] [info] ebpf_allow_missing_caps config value: true
[2025-03-11 15:02:22.372726] [171550] [info] btf_num_candidates config value: 3
[2025-03-11 15:02:22.372760] [171550] [debug] cron monitor: [full path: /var/spool/cron/crontabs, host path: /var/spool/cron/crontabs, path: /var/spool/cron/crontabs] does not exist
[2025-03-11 15:02:22.372862] [171550] [info] cron monitor: initialized
[2025-03-11 15:02:22.372888] [171550] [trace] utmp entry: type=7, pid=1051007, line=pts/0, id=ts/0onecloud-admin, user=onecloud-admin, host=10.51.192.166, tv=(1725120195.511691)
[2025-03-11 15:02:29.675381] [171550] [debug] Initializing event ebpf_file_chmod_helper
[2025-03-11 15:02:29.675387] [171550] [debug] get_supported_ebpf_object: called for 'ebpf_file_chmod_helper' type
[2025-03-11 15:02:29.675394] [171550] [debug] perf_ebpf_object::init_hooks: called for ebpf_file_chmod_helper
[2025-03-11 15:02:29.675418] [171550] [info] perf_ebpf_object: initialized 3 hooks for type 'ebpf_file_chmod_helper'
[2025-03-11 15:02:29.675430] [171550] [debug] adding sample handler for 20002
[2025-03-11 15:02:29.675434] [171550] [debug] sample handler for 20002 is already exist with 1 handlers
[2025-03-11 15:02:29.675435] [171550] [debug] sample handler for 20002 is already exist with 1 handlers
[2025-03-11 15:02:29.675439] [171550] [info] open_event_hooks: ebpf_file_chmod_helper: 3 hooks
[2025-03-11 15:02:29.675470] [171550] [trace] raw id string: 714
[2025-03-11 15:02:29.675813] [171550] [debug] eBPF program fd 151 attached to perf fd 153
[2025-03-11 15:02:29.675825] [171550] [trace] raw id string: 718
[2025-03-11 15:02:29.675876] [171550] [debug] eBPF program fd 150 attached to perf fd 154
[2025-03-11 15:02:29.675885] [171550] [trace] raw id string: 712
[2025-03-11 15:02:29.675938] [171550] [debug] eBPF program fd 149 attached to perf fd 155
[2025-03-11 15:02:29.675942] [171550] [trace] Adding event of type 20002
[2025-03-11 15:02:29.675945] [171550] [trace] Added event fd 153 to main fd 20 (CPU 0)
[2025-03-11 15:02:29.675947] [171550] [trace] Adding event of type 20002
[2025-03-11 15:02:29.675950] [171550] [trace] Added event fd 154 to main fd 20 (CPU 0)
[2025-03-11 15:02:29.675951] [171550] [trace] Adding event of type 20002
[2025-03-11 15:02:29.675953] [171550] [trace] Added event fd 155 to main fd 20 (CPU 0)
[2025-03-11 15:02:29.675957] [171550] [info] open_event_hooks: ebpf_file_chmod_helper: 3 hooks
[2025-03-11 15:02:29.675959] [171550] [debug] hook_ebpf: handling cpu id 1 for 'sys_enter_fchmodat', creating a dummy fd
[2025-03-11 15:02:29.675961] [171550] [debug] hook_ebpf: handling cpu id 1 for 'sys_enter_fchmod', creating a dummy fd
[2025-03-11 15:02:29.675963] [171550] [debug] hook_ebpf: handling cpu id 1 for 'sys_enter_chmod', creating a dummy fd
[2025-03-11 15:02:29.675964] [171550] [trace] Adding event of type 20002
[2025-03-11 15:02:29.675965] [171550] [trace] Adding event of type 20002
[2025-03-11 15:02:29.675966] [171550] [trace] Adding event of type 20002
[2025-03-11 15:02:29.675975] [171550] [info] Skipping disabled 'file_chown' event
[2025-03-11 15:02:29.675977] [171550] [info] Skipping disabled 'file_chattr' event
[2025-03-11 15:02:29.675982] [171550] [debug] Initializing event dns_udp
[2025-03-11 15:02:29.675988] [171550] [info] libbpf s1 constant 'dynamic_sample_enabled' set to 'enabled'
[2025-03-11 15:02:29.675997] [171550] [debug] Overriding dns tester parameters with easproxy.smart.local
[2025-03-11 15:02:29.676061] [171550] [debug] available_versions: core
[2025-03-11 15:02:29.676065] [171550] [debug] init_ebpf_object: checking version 'core' for 'dns_udp' eBPF
[2025-03-11 15:02:29.713496] [171550] [debug] hook_ebpf: section name: kprobe/skb_consume_udp, tracefs hook name: s1_50031_skb_consume_udp_enter, ebpf_type: 50031, skip: false, event buffer type: perf
[2025-03-11 15:02:29.718649] [171550] [debug] hook_ebpf: section name: kprobe/skb_consume_udp, tracefs hook name: s1_50030_skb_consume_udp_enter, ebpf_type: 50030, skip: true, event buffer type: perf
[2025-03-11 15:02:29.723281] [171550] [debug] hook_ebpf: section name: kprobe/udp_recvmsg, tracefs hook name: s1_50031_udp_recvmsg_enter, ebpf_type: 50031, skip: false, event buffer type: perf
[2025-03-11 15:02:29.728005] [171550] [debug] hook_ebpf: section name: kprobe/udp_recvmsg, tracefs hook name: s1_50030_udp_recvmsg_enter, ebpf_type: 50030, skip: true, event buffer type: perf
[2025-03-11 15:02:29.728104] [171550] [info] loaded eBPF object: path: /opt/sentinelone/ebpfs/core/dns_kern.o, name: dns_kern, programs (2), maps (6). eBPF programs: [name: skb_consume_udp_prog, section name: kprobe/skb_consume_udp, insns: 351, prog_type: kprobe, fd: 163] [name: udp_recvmsg, section name: kprobe/udp_recvmsg, insns: 29, prog_type: kprobe, fd: 164], eBPF maps: [name: s1_pex, fd: 158, type: hash, max_entries: 4194304, key_size: 4, value_size: 1] [name: s1_mex, fd: 159, type: hash, max_entries: 512, key_size: 4, value_size: 1] [name: events_map, fd: 157, type: perf_event, max_entries: 2048, key_size: 4, value_size: 4] [name: dns_storage_udp_v4, fd: 160, type: per_cpu, max_entries: 1, key_size: 4, value_size: 536] [name: dns_storage_udp_v6, fd: 161, type: per_cpu, max_entries: 1, key_size: 4, value_size: 556] [name: msg_header_state_map, fd: 162, type: lru_hash, max_entries: 2048, key_size: 4, value_size: 16], eBPF links:
[2025-03-11 15:02:29.728121] [171550] [debug] Run eBPF test for 'dns_kern.o', 'ebpf_dns', test params: /opt/sentinelone/ebpfs/test_ebpf dns_udp --domain easproxy.smart.local --object=/opt/sentinelone/ebpfs/core/dns_kern.o --missing-caps
[2025-03-11 15:02:29.729068] [171550] [debug] run_ebpf_test: pid 171587
[2025-03-11 15:02:29.729079] [171550] [debug] Excluding PID 171587
[2025-03-11 15:02:30.729574] [171550] [info] eBPF test for 'dns_kern.o', 'ebpf_dns' pass successfully
[2025-03-11 15:02:30.729650] [171550] [debug] Initializing event ebpf_dns
[2025-03-11 15:02:30.729654] [171550] [debug] get_supported_ebpf_object: called for 'ebpf_dns' type
[2025-03-11 15:02:30.729660] [171550] [debug] perf_ebpf_object::init_hooks: called for ebpf_dns
[2025-03-11 15:02:30.768383] [171550] [debug] Creating kprobe for 'udp_recvmsg', using dynamic_pmu approach
[2025-03-11 15:02:30.807411] [171550] [debug] Creating kprobe for 'skb_consume_udp', using dynamic_pmu approach
[2025-03-11 15:02:30.807415] [171550] [info] perf_ebpf_object: initialized 4 hooks for type 'ebpf_dns'
[2025-03-11 15:02:30.807434] [171550] [debug] adding sample handler for 50030
[2025-03-11 15:02:30.807447] [171550] [debug] adding sample handler for 50031
[2025-03-11 15:02:30.807451] [171550] [debug] sample handler for 50030 is already exist with 1 handlers
[2025-03-11 15:02:30.807453] [171550] [debug] sample handler for 50031 is already exist with 1 handlers
[2025-03-11 15:02:30.807457] [171550] [info] open_event_hooks: ebpf_dns: 4 hooks
[2025-03-11 15:02:30.807461] [171550] [debug] hook_ebpf: skipping 'kprobe/udp_recvmsg' with ebpf_type '50030' on cpu id 0
[2025-03-11 15:02:30.810897] [171550] [debug] eBPF program fd 164 attached to perf fd 165
[2025-03-11 15:02:30.810927] [171550] [debug] hook_ebpf: skipping 'kprobe/skb_consume_udp' with ebpf_type '50030' on cpu id 0
[2025-03-11 15:02:30.814235] [171550] [debug] eBPF program fd 163 attached to perf fd 166
[2025-03-11 15:02:30.814246] [171550] [trace] Adding event of type 50030
[2025-03-11 15:02:30.814262] [171550] [trace] Adding event of type 50031
[2025-03-11 15:02:30.814272] [171550] [trace] Added event fd 165 to main fd 20 (CPU 0)
[2025-03-11 15:02:30.814280] [171550] [trace] Adding event of type 50030
[2025-03-11 15:02:30.814283] [171550] [trace] Adding event of type 50031
[2025-03-11 15:02:30.814304] [171550] [trace] Added event fd 166 to main fd 20 (CPU 0)
[2025-03-11 15:02:30.814316] [171550] [info] open_event_hooks: ebpf_dns: 4 hooks
[2025-03-11 15:02:30.814319] [171550] [debug] hook_ebpf: skipping 'kprobe/udp_recvmsg' with ebpf_type '50030' on cpu id 1
[2025-03-11 15:02:30.814325] [171550] [debug] hook_ebpf: handling cpu id 1 for 's1_50031_udp_recvmsg_enter', creating a dummy fd
[2025-03-11 15:02:30.814333] [171550] [debug] hook_ebpf: skipping 'kprobe/skb_consume_udp' with ebpf_type '50030' on cpu id 1
[2025-03-11 15:02:30.814338] [171550] [debug] hook_ebpf: handling cpu id 1 for 's1_50031_skb_consume_udp_enter', creating a dummy fd
[2025-03-11 15:02:30.814340] [171550] [trace] Adding event of type 50030
[2025-03-11 15:02:30.814348] [171550] [trace] Adding event of type 50031
[2025-03-11 15:02:30.814353] [171550] [trace] Adding event of type 50030
[2025-03-11 15:02:30.814355] [171550] [trace] Adding event of type 50031
[2025-03-11 15:02:30.814377] [171550] [debug] Initializing event tcp_accept
[2025-03-11 15:02:30.814384] [171550] [info] libbpf s1 constant 'dynamic_sample_enabled' set to 'enabled'
[2025-03-11 15:02:30.814476] [171550] [debug] available_versions: core,5.11.0-16
[2025-03-11 15:02:30.814481] [171550] [debug] init_ebpf_object: checking version 'core' for 'tcp_accept' eBPF
[2025-03-11 15:02:30.864249] [171550] [info] perf_ebpf_object::make_hooks: failed to create hook kprobe/tcp_set_state: perf_ebpf_object::get_magic: unexpected program name: tcp_set_state_kprobe_prog, skipping it
[2025-03-11 15:02:30.864257] [171550] [info] perf_ebpf_object::make_hooks: failed to create hook tracepoint/tcp/tcp_set_state: perf_ebpf_object::get_magic: unexpected program name: tcp_set_state_tracepoint_prog, skipping it
[2025-03-11 15:02:30.864263] [171550] [info] perf_ebpf_object::make_hooks: failed to create hook tracepoint/sock/inet_sock_set_state: perf_ebpf_object::get_magic: unexpected program name: inet_sock_set_state_u8_protocol_prog, skipping it
[2025-03-11 15:02:30.864275] [171550] [info] perf_ebpf_object::make_hooks: failed to create hook tracepoint/sock/inet_sock_set_state: perf_ebpf_object::get_magic: unexpected program name: inet_sock_set_state_u16_protocol_prog, skipping it
[2025-03-11 15:02:30.864281] [171550] [info] perf_ebpf_object::make_hooks: failed to create hook tracepoint/sock/inet_sock_set_state: perf_ebpf_object::get_magic: unexpected program name: inet_sock_set_state_u16_protocol_extended_common_prog, skipping it
[2025-03-11 15:02:30.866428] [171550] [debug] hook_ebpf: section name: kprobe/security_socket_accept, tracefs hook name: s1_50042_security_socket_accept_enter, ebpf_type: 50042, skip: false, event buffer type: perf
[2025-03-11 15:02:30.866437] [171550] [debug] hook_ebpf: section name: tracepoint/syscalls/sys_exit_accept, tracefs hook name: sys_exit_accept, ebpf_type: 50042, skip: false, event buffer type: perf
[2025-03-11 15:02:30.866462] [171550] [debug] hook_ebpf: section name: tracepoint/syscalls/sys_exit_accept4, tracefs hook name: sys_exit_accept4, ebpf_type: 50042, skip: false, event buffer type: perf
[2025-03-11 15:02:30.866508] [171550] [info] loaded eBPF object: path: /opt/sentinelone/ebpfs/core/tcp_kern.o, name: tcp_kern, programs (8), maps (5). eBPF programs: [name: tcp_set_state_kprobe_prog, section name: kprobe/tcp_set_state, insns: 200, prog_type: kprobe, fd: 173] [name: tcp_set_state_tracepoint_prog, section name: tracepoint/tcp/tcp_set_state, insns: 129, prog_type: tracepoint, fd: 174] [name: inet_sock_set_state_u8_protocol_prog, section name: tracepoint/sock/inet_sock_set_state, insns: 246, prog_type: tracepoint, fd: 175] [name: inet_sock_set_state_u16_protocol_prog, section name: tracepoint/sock/inet_sock_set_state, insns: 252, prog_type: tracepoint, fd: 176] [name: inet_sock_set_state_u16_protocol_extended_common_prog, section name: tracepoint/sock/inet_sock_set_state, insns: 252, prog_type: tracepoint, fd: 177] [name: security_socket_accept_prog, section name: kprobe/security_socket_accept, insns: 33, prog_type: kprobe, fd: 178] [name: tcp_sys_exit_accept_prog, section name: tracepoint/syscalls/sys_exit_accept, insns: 179, prog_type: tracepoint, fd: 179] [name: tcp_sys_exit_accept4_prog, section name: tracepoint/syscalls/sys_exit_accept4, insns: 179, prog_type: tracepoint, fd: 180], eBPF maps: [name: events_map, fd: 168, type: perf_event, max_entries: 2048, key_size: 4, value_size: 4] [name: s1_pex, fd: 170, type: hash, max_entries: 4194304, key_size: 4, value_size: 1] [name: s1_mex, fd: 171, type: hash, max_entries: 512, key_size: 4, value_size: 1] [name: tcp_connection_pid_storage, fd: 169, type: lru_hash, max_entries: 2048, key_size: 8, value_size: 8] [name: tcp_connection_socket_storage, fd: 172, type: lru_hash, max_entries: 2048, key_size: 4, value_size: 8], eBPF links:
[2025-03-11 15:02:30.866520] [171550] [debug] Run eBPF test for 'tcp_kern.o', 'ebpf_tcp_accept', test params: /opt/sentinelone/ebpfs/test_ebpf tcp_connection --incoming --object=/opt/sentinelone/ebpfs/core/tcp_kern.o --missing-caps
[2025-03-11 15:02:30.867566] [171550] [debug] run_ebpf_test: pid 171590
[2025-03-11 15:02:30.867579] [171550] [debug] Excluding PID 171590
[2025-03-11 15:02:31.867976] [171550] [info] eBPF test for 'tcp_kern.o', 'ebpf_tcp_accept' pass successfully
[2025-03-11 15:02:31.868013] [171550] [debug] Initializing event ebpf_tcp_accept
[2025-03-11 15:02:31.868019] [171550] [debug] get_supported_ebpf_object: called for 'ebpf_tcp_accept' type
[2025-03-11 15:02:31.868021] [171550] [debug] perf_ebpf_object::init_hooks: called for ebpf_tcp_accept
[2025-03-11 15:02:31.884568] [171550] [debug] Creating kprobe for 'security_socket_accept', using dynamic_pmu approach
[2025-03-11 15:02:31.884583] [171550] [info] perf_ebpf_object: initialized 3 hooks for type 'ebpf_tcp_accept'
[2025-03-11 15:02:31.884604] [171550] [debug] adding sample handler for 50042
[2025-03-11 15:02:31.884611] [171550] [debug] sample handler for 50042 is already exist with 1 handlers
[2025-03-11 15:02:31.884612] [171550] [debug] sample handler for 50042 is already exist with 1 handlers
[2025-03-11 15:02:31.884616] [171550] [info] open_event_hooks: ebpf_tcp_accept: 3 hooks
[2025-03-11 15:02:31.884648] [171550] [trace] raw id string: 1348
[2025-03-11 15:02:31.884794] [171550] [debug] eBPF program fd 180 attached to perf fd 181
[2025-03-11 15:02:31.884808] [171550] [trace] raw id string: 1346
[2025-03-11 15:02:31.884880] [171550] [debug] eBPF program fd 179 attached to perf fd 182
[2025-03-11 15:02:31.887689] [171550] [debug] eBPF program fd 178 attached to perf fd 183
[2025-03-11 15:02:31.887703] [171550] [trace] Adding event of type 50042
[2025-03-11 15:02:31.887709] [171550] [trace] Added event fd 181 to main fd 20 (CPU 0)
[2025-03-11 15:02:31.887714] [171550] [trace] Adding event of type 50042
[2025-03-11 15:02:31.887718] [171550] [trace] Added event fd 182 to main fd 20 (CPU 0)
[2025-03-11 15:02:31.887719] [171550] [trace] Adding event of type 50042
[2025-03-11 15:02:31.887722] [171550] [trace] Added event fd 183 to main fd 20 (CPU 0)
[2025-03-11 15:02:31.887736] [171550] [info] open_event_hooks: ebpf_tcp_accept: 3 hooks
[2025-03-11 15:02:31.887744] [171550] [debug] hook_ebpf: handling cpu id 1 for 'sys_exit_accept4', creating a dummy fd
[2025-03-11 15:02:31.887748] [171550] [debug] hook_ebpf: handling cpu id 1 for 'sys_exit_accept', creating a dummy fd
[2025-03-11 15:02:31.887752] [171550] [debug] hook_ebpf: handling cpu id 1 for 's1_50042_security_socket_accept_enter', creating a dummy fd
[2025-03-11 15:02:31.887756] [171550] [trace] Adding event of type 50042
[2025-03-11 15:02:31.887758] [171550] [trace] Adding event of type 50042
[2025-03-11 15:02:31.887762] [171550] [trace] Adding event of type 50042
[2025-03-11 15:02:31.887780] [171550] [debug] Initializing event tcp_connect
[2025-03-11 15:02:31.887788] [171550] [info] libbpf s1 constant 'dynamic_sample_enabled' set to 'enabled'
[2025-03-11 15:02:31.888032] [171550] [debug] available_versions: core,5.11.0-16
[2025-03-11 15:02:31.888037] [171550] [debug] init_ebpf_object: checking version 'core' for 'tcp_connect' eBPF
[2025-03-11 15:02:31.903390] [171550] [debug] Autoload disable, skipping eBPF program tcp_set_state_kprobe_prog (kprobe/tcp_set_state)
[2025-03-11 15:02:31.903393] [171550] [debug] Autoload disable, skipping eBPF program tcp_set_state_tracepoint_prog (tracepoint/tcp/tcp_set_state)
[2025-03-11 15:02:31.903395] [171550] [debug] Autoload disable, skipping eBPF program inet_sock_set_state_u8_protocol_prog (tracepoint/sock/inet_sock_set_state)
[2025-03-11 15:02:31.903397] [171550] [debug] Autoload disable, skipping eBPF program inet_sock_set_state_u16_protocol_prog (tracepoint/sock/inet_sock_set_state)
[2025-03-11 15:02:31.903409] [171550] [debug] hook_ebpf: section name: tracepoint/sock/inet_sock_set_state, tracefs hook name: inet_sock_set_state, ebpf_type: 50042, skip: false, event buffer type: perf
[2025-03-11 15:02:31.903433] [171550] [debug] Autoload disable, skipping eBPF program security_socket_accept_prog (kprobe/security_socket_accept)
[2025-03-11 15:02:31.903436] [171550] [debug] Autoload disable, skipping eBPF program tcp_sys_exit_accept_prog (tracepoint/syscalls/sys_exit_accept)
[2025-03-11 15:02:31.903438] [171550] [debug] Autoload disable, skipping eBPF program tcp_sys_exit_accept4_prog (tracepoint/syscalls/sys_exit_accept4)
[2025-03-11 15:02:31.903482] [171550] [info] loaded eBPF object: path: /opt/sentinelone/ebpfs/core/tcp_kern.o, name: tcp_kern, programs (8), maps (5). eBPF programs: [name: tcp_set_state_kprobe_prog, section name: kprobe/tcp_set_state, insns: 200, prog_type: kprobe, fd: not loaded] [name: tcp_set_state_tracepoint_prog, section name: tracepoint/tcp/tcp_set_state, insns: 129, prog_type: tracepoint, fd: not loaded] [name: inet_sock_set_state_u8_protocol_prog, section name: tracepoint/sock/inet_sock_set_state, insns: 246, prog_type: tracepoint, fd: not loaded] [name: inet_sock_set_state_u16_protocol_prog, section name: tracepoint/sock/inet_sock_set_state, insns: 252, prog_type: tracepoint, fd: not loaded] [name: inet_sock_set_state_u16_protocol_extended_common_prog, section name: tracepoint/sock/inet_sock_set_state, insns: 252, prog_type: tracepoint, fd: 190] [name: security_socket_accept_prog, section name: kprobe/security_socket_accept, insns: 33, prog_type: kprobe, fd: not loaded] [name: tcp_sys_exit_accept_prog, section name: tracepoint/syscalls/sys_exit_accept, insns: 179, prog_type: tracepoint, fd: not loaded] [name: tcp_sys_exit_accept4_prog, section name: tracepoint/syscalls/sys_exit_accept4, insns: 179, prog_type: tracepoint, fd: not loaded], eBPF maps: [name: events_map, fd: 185, type: perf_event, max_entries: 2048, key_size: 4, value_size: 4] [name: s1_pex, fd: 187, type: hash, max_entries: 4194304, key_size: 4, value_size: 1] [name: s1_mex, fd: 188, type: hash, max_entries: 512, key_size: 4, value_size: 1] [name: tcp_connection_pid_storage, fd: 186, type: lru_hash, max_entries: 2048, key_size: 8, value_size: 8] [name: tcp_connection_socket_storage, fd: 189, type: lru_hash, max_entries: 2048, key_size: 4, value_size: 8], eBPF links:
[2025-03-11 15:02:31.903497] [171550] [debug] Run eBPF test for 'tcp_kern.o', 'ebpf_tcp_connect', test params: /opt/sentinelone/ebpfs/test_ebpf tcp_connection --outgoing --object=/opt/sentinelone/ebpfs/core/tcp_kern.o --missing-caps
[2025-03-11 15:02:31.904585] [171550] [debug] run_ebpf_test: pid 171593
[2025-03-11 15:02:31.904591] [171550] [debug] Excluding PID 171593
[2025-03-11 15:02:32.905055] [171550] [info] eBPF test for 'tcp_kern.o', 'ebpf_tcp_connect' pass successfully
[2025-03-11 15:02:32.905093] [171550] [debug] Initializing event ebpf_tcp_connect
[2025-03-11 15:02:32.905098] [171550] [debug] get_supported_ebpf_object: called for 'ebpf_tcp_connect' type
[2025-03-11 15:02:32.905101] [171550] [debug] perf_ebpf_object::init_hooks: called for ebpf_tcp_connect
[2025-03-11 15:02:32.905169] [171550] [info] perf_ebpf_object: initialized 1 hooks for type 'ebpf_tcp_connect'
[2025-03-11 15:02:32.905181] [171550] [debug] sample handler for 50042 is already exist with 1 handlers
[2025-03-11 15:02:32.905185] [171550] [info] open_event_hooks: ebpf_tcp_connect: 1 hooks
[2025-03-11 15:02:32.905216] [171550] [trace] raw id string: 1394
[2025-03-11 15:02:32.905404] [171550] [debug] eBPF program fd 190 attached to perf fd 191
[2025-03-11 15:02:32.905408] [171550] [trace] Adding event of type 50042
[2025-03-11 15:02:32.905413] [171550] [trace] Added event fd 191 to main fd 20 (CPU 0)
[2025-03-11 15:02:32.905421] [171550] [info] open_event_hooks: ebpf_tcp_connect: 1 hooks
[2025-03-11 15:02:32.905429] [171550] [debug] hook_ebpf: handling cpu id 1 for 'inet_sock_set_state', creating a dummy fd
[2025-03-11 15:02:32.905430] [171550] [trace] Adding event of type 50042
[2025-03-11 15:02:32.905448] [171550] [debug] Initializing event file_close_write
[2025-03-11 15:02:32.905455] [171550] [info] libbpf s1 constant 'dynamic_sample_enabled' set to 'enabled'
[2025-03-11 15:02:32.905527] [171550] [debug] available_versions: core,5.11.0-16
[2025-03-11 15:02:32.905531] [171550] [debug] init_ebpf_object: checking version 'core' for 'file_close_write' eBPF
[2025-03-11 15:02:32.971567] [171550] [debug] hook_ebpf: section name: kprobe/open_with_fake_path, tracefs hook name: s1_50001_open_with_fake_path_enter, ebpf_type: 50001, skip: false, event buffer type: perf
[2025-03-11 15:02:32.974533] [171550] [debug] hook_ebpf: section name: kprobe/security_file_permission, tracefs hook name: s1_50001_security_file_permission_enter, ebpf_type: 50001, skip: false, event buffer type: perf
[2025-03-11 15:02:32.979511] [171550] [debug] hook_ebpf: section name: kprobe/security_mmap_file, tracefs hook name: s1_50001_security_mmap_file_enter, ebpf_type: 50001, skip: false, event buffer type: perf
[2025-03-11 15:02:32.981607] [171550] [debug] hook_ebpf: section name: kprobe/do_truncate, tracefs hook name: s1_50001_do_truncate_enter, ebpf_type: 50001, skip: false, event buffer type: perf
[2025-03-11 15:02:32.996850] [171550] [info] perf_ebpf_object::make_hooks: failed to create hook kprobe/stream_truncated_path_telemetry_tail: make_kprobe_traceable_section_name: failed, can't trace stream_truncated_path_telemetry_tail, skipping it
[2025-03-11 15:02:33.010053] [171550] [info] perf_ebpf_object::make_hooks: failed to create hook kprobe/stream_fcw_sample_compat_tail: make_kprobe_traceable_section_name: failed, can't trace stream_fcw_sample_compat_tail, skipping it
[2025-03-11 15:02:33.029525] [171550] [info] perf_ebpf_object::make_hooks: failed to create hook kprobe/stream_fcw_sample_tail: make_kprobe_traceable_section_name: failed, can't trace stream_fcw_sample_tail, skipping it
[2025-03-11 15:02:33.036874] [171550] [info] perf_ebpf_object::make_hooks: failed to create hook kprobe/do_post_walk_path_goto_custom_step_tail: make_kprobe_traceable_section_name: failed, can't trace do_post_walk_path_goto_custom_step_tail, skipping it
[2025-03-11 15:02:33.048286] [171550] [info] perf_ebpf_object::make_hooks: failed to create hook kprobe/do_walk_path_and_advance_tail: make_kprobe_traceable_section_name: failed, can't trace do_walk_path_and_advance_tail, skipping it
[2025-03-11 15:02:33.051401] [171550] [debug] hook_ebpf: section name: kprobe/__fput, tracefs hook name: s1_50001___fput_enter, ebpf_type: 50001, skip: false, event buffer type: perf
[2025-03-11 15:02:33.051487] [171550] [info] loaded eBPF object: path: /opt/sentinelone/ebpfs/core/file_close_write_kern.o, name: file_close_writ, programs (10), maps (9). eBPF programs: [name: open_with_fake_path_prog, section name: kprobe/open_with_fake_path, insns: 67, prog_type: kprobe, fd: 202] [name: security_file_permission_prog, section name: kprobe/security_file_permission, insns: 202, prog_type: kprobe, fd: 203] [name: mmap_file_prog, section name: kprobe/security_mmap_file, insns: 192, prog_type: kprobe, fd: 204] [name: do_truncate_prog, section name: kprobe/do_truncate, insns: 200, prog_type: kprobe, fd: 205] [name: stream_truncated_path_telemetry_tail, section name: kprobe/stream_truncated_path_telemetry_tail, insns: 1645, prog_type: kprobe, fd: 206] [name: stream_fcw_sample_compat_tail, section name: kprobe/stream_fcw_sample_compat_tail, insns: 19, prog_type: kprobe, fd: 207] [name: stream_fcw_sample_tail, section name: kprobe/stream_fcw_sample_tail, insns: 334, prog_type: kprobe, fd: 208] [name: do_post_walk_path_goto_custom_step_tail, section name: kprobe/do_post_walk_path_goto_custom_step_tail, insns: 83, prog_type: kprobe, fd: 209] [name: do_walk_path_and_advance_tail, section name: kprobe/do_walk_path_and_advance_tail, insns: 1639, prog_type: kprobe, fd: 210] [name: fput_prog, section name: kprobe/__fput, insns: 320, prog_type: kprobe, fd: 211], eBPF maps: [name: active_write_map, fd: 193, type: lru_hash, max_entries: 8192, key_size: 8, value_size: 8] [name: events_map, fd: 194, type: perf_event, max_entries: 2048, key_size: 4, value_size: 4] [name: tmp_sample_storage, fd: 195, type: per_cpu, max_entries: 1, key_size: 4, value_size: 4176] [name: build_abs_path_args_map, fd: 196, type: lru_hash, max_entries: 2048, key_size: 8, value_size: 48] [name: build_abs_path_prog_array, fd: 197, type: prog_array, max_entries: 16, key_size: 4, value_size: 4] [name: s1_pex, fd: 199, type: hash, max_entries: 4194304, key_size: 4, value_size: 1] [name: s1_mex, fd: 200, type: hash, max_entries: 512, key_size: 4, value_size: 1] [name: real_inodes, fd: 198, type: lru_hash, max_entries: 4096, key_size: 8, value_size: 1] [name: tmp_dynamic_sample_storage, fd: 201, type: per_cpu, max_entries: 1, key_size: 4, value_size: 8200], eBPF links:
[2025-03-11 15:02:33.051501] [171550] [debug] Run eBPF test for 'file_close_write_kern.o', 'ebpf_file_close_write', test params: /opt/sentinelone/ebpfs/test_ebpf file_close_write --object=/opt/sentinelone/ebpfs/core/file_close_write_kern.o --missing-caps
[2025-03-11 15:02:33.052614] [171550] [debug] run_ebpf_test: pid 171596
[2025-03-11 15:02:33.052619] [171550] [debug] Excluding PID 171596
[2025-03-11 15:02:34.053104] [171550] [info] eBPF test for 'file_close_write_kern.o', 'ebpf_file_close_write' pass successfully
[2025-03-11 15:02:34.053170] [171550] [info] tail_calls pipeline: adding 'index: 3, fd: 206' entry
[2025-03-11 15:02:34.053191] [171550] [info] tail_calls pipeline: adding 'index: 2, fd: 208' entry
[2025-03-11 15:02:34.053193] [171550] [info] tail_calls pipeline: adding 'index: 1, fd: 209' entry
[2025-03-11 15:02:34.053198] [171550] [info] tail_calls pipeline: adding 'index: 0, fd: 210' entry
[2025-03-11 15:02:34.053351] [171550] [debug] Initializing event ebpf_file_close_write
[2025-03-11 15:02:34.053358] [171550] [debug] get_supported_ebpf_object: called for 'ebpf_file_close_write' type
[2025-03-11 15:02:34.053360] [171550] [debug] perf_ebpf_object::init_hooks: called for ebpf_file_close_write
[2025-03-11 15:02:34.071417] [171550] [debug] Creating kprobe for '__fput', using dynamic_pmu approach
[2025-03-11 15:02:34.102400] [171550] [debug] Creating kprobe for 'do_truncate', using dynamic_pmu approach
[2025-03-11 15:02:34.121393] [171550] [debug] Creating kprobe for 'security_mmap_file', using dynamic_pmu approach
[2025-03-11 15:02:34.148369] [171550] [debug] Creating kprobe for 'security_file_permission', using dynamic_pmu approach
