[2025-03-11 15:00:34.381703] [171251] [debug] init_provider started
[2025-03-11 15:00:34.382058] [171251] [info] Found kernel with version 5.14.0-503
[2025-03-11 15:00:34.382077] [171251] [info] chdir_optimization_enabled config value: true
[2025-03-11 15:00:34.382091] [171251] [info] uprobes_enabled_backported_kernel config value: false
[2025-03-11 15:00:34.382189] [171251] [info] tcp_v6_accept kprobes config value: true
[2025-03-11 15:00:34.382226] [171251] [info] tcp_v6_connect kprobes config value: true
[2025-03-11 15:00:34.382260] [171251] [info] tcp_v4_accept ebpf config value: true
[2025-03-11 15:00:34.382311] [171251] [info] tcp_v4_connect ebpf config value: true
[2025-03-11 15:00:34.382344] [171251] [info] tcp_v6_accept ebpf config value: true
[2025-03-11 15:00:34.382377] [171251] [info] tcp_v6_connect ebpf config value: true
[2025-03-11 15:00:34.382392] [171251] [info] ebpf_allow_missing_caps config value: true
[2025-03-11 15:00:34.382412] [171251] [info] btf_num_candidates config value: 3
[2025-03-11 15:00:34.382463] [171251] [debug] cron monitor: [full path: /var/spool/cron/crontabs, host path: /var/spool/cron/crontabs, path: /var/spool/cron/crontabs] does not exist
[2025-03-11 15:00:34.382878] [171251] [info] cron monitor: initialized
[2025-03-11 15:00:34.382920] [171251] [trace] utmp entry: type=7, pid=1051007, line=pts/0, id=ts/0onecloud-admin, user=onecloud-admin, host=10.51.192.166, tv=(1725120195.511691)
[2025-03-11 15:00:46.496268] [171251] [trace] Added event fd 216 to main fd 20 (CPU 0)
[2025-03-11 15:00:46.496280] [171251] [info] open_event_hooks: ebpf_file_close_write: 5 hooks
[2025-03-11 15:00:46.496283] [171251] [debug] hook_ebpf: handling cpu id 1 for 's1_50001___fput_enter', creating a dummy fd
[2025-03-11 15:00:46.496287] [171251] [debug] hook_ebpf: handling cpu id 1 for 's1_50001_do_truncate_enter', creating a dummy fd
[2025-03-11 15:00:46.496315] [171251] [debug] hook_ebpf: handling cpu id 1 for 's1_50001_security_mmap_file_enter', creating a dummy fd
[2025-03-11 15:00:46.496319] [171251] [debug] hook_ebpf: handling cpu id 1 for 's1_50001_security_file_permission_enter', creating a dummy fd
[2025-03-11 15:00:46.496323] [171251] [debug] hook_ebpf: handling cpu id 1 for 's1_50001_open_with_fake_path_enter', creating a dummy fd
[2025-03-11 15:00:46.496324] [171251] [trace] Adding event of type 50001
[2025-03-11 15:00:46.496327] [171251] [trace] Adding event of type 50001
[2025-03-11 15:00:46.496328] [171251] [trace] Adding event of type 50001
[2025-03-11 15:00:46.496329] [171251] [trace] Adding event of type 50001
[2025-03-11 15:00:46.496333] [171251] [trace] Adding event of type 50001
[2025-03-11 15:00:46.496356] [171251] [debug] Initializing event mount
[2025-03-11 15:00:46.496365] [171251] [info] libbpf s1 constant 'dynamic_sample_enabled' set to 'enabled'
[2025-03-11 15:00:46.496501] [171251] [debug] available_versions: core,5.11.0-16
[2025-03-11 15:00:46.496510] [171251] [debug] init_ebpf_object: checking version 'core' for 'mounts' eBPF
[2025-03-11 15:00:46.564445] [171251] [debug] hook_ebpf: section name: kprobe/security_sb_mount, tracefs hook name: s1_50002_security_sb_mount_enter, ebpf_type: 50002, skip: false, event buffer type: perf
[2025-03-11 15:00:46.570482] [171251] [debug] hook_ebpf: section name: kprobe/security_sb_mount, tracefs hook name: s1_50002_security_sb_mount_enter, ebpf_type: 50002, skip: false, event buffer type: perf
[2025-03-11 15:00:46.574325] [171251] [debug] hook_ebpf: section name: kprobe/do_add_mount, tracefs hook name: s1_50002_do_add_mount_enter, ebpf_type: 50002, skip: false, event buffer type: perf
[2025-03-11 15:00:46.576875] [171251] [debug] hook_ebpf: section name: kprobe/security_sb_umount, tracefs hook name: s1_50003_security_sb_umount_enter, ebpf_type: 50003, skip: false, event buffer type: perf
[2025-03-11 15:00:46.578783] [171251] [debug] hook_ebpf: section name: kprobe/umount_tree, tracefs hook name: s1_50003_umount_tree_enter, ebpf_type: 50003, skip: false, event buffer type: perf
[2025-03-11 15:00:46.583609] [171251] [debug] hook_ebpf: section name: kprobe/security_sb_pivotroot, tracefs hook name: s1_50004_security_sb_pivotroot_enter, ebpf_type: 50004, skip: false, event buffer type: perf
[2025-03-11 15:00:46.586585] [171251] [debug] hook_ebpf: section name: kprobe/security_sb_pivotroot, tracefs hook name: s1_50004_security_sb_pivotroot_enter, ebpf_type: 50004, skip: false, event buffer type: perf
[2025-03-11 15:00:46.588681] [171251] [debug] hook_ebpf: section name: kprobe/is_path_reachable, tracefs hook name: s1_50004_is_path_reachable_enter, ebpf_type: 50004, skip: false, event buffer type: perf
[2025-03-11 15:00:46.588688] [171251] [debug] hook_ebpf: section name: tracepoint/syscalls/sys_exit_setns, tracefs hook name: sys_exit_setns, ebpf_type: 50005, skip: false, event buffer type: perf
[2025-03-11 15:00:46.588713] [171251] [debug] hook_ebpf: section name: tracepoint/syscalls/sys_exit_unshare, tracefs hook name: sys_exit_unshare, ebpf_type: 50006, skip: false, event buffer type: perf
[2025-03-11 15:00:46.588772] [171251] [info] loaded eBPF object: path: /opt/sentinelone/ebpfs/core/mounts_kern.o, name: mounts_kern, programs (10), maps (12). eBPF programs: [name: security_sb_mount_prog, section name: kprobe/security_sb_mount, insns: 1879, prog_type: kprobe, fd: 230] [name: gke_cos_security_sb_mount_prog, section name: kprobe/security_sb_mount, insns: 1895, prog_type: kprobe, fd: 231] [name: do_add_mount_prog, section name: kprobe/do_add_mount, insns: 1936, prog_type: kprobe, fd: 232] [name: security_sb_umount_prog, section name: kprobe/security_sb_umount, insns: 39, prog_type: kprobe, fd: 233] [name: umount_tree_prog, section name: kprobe/umount_tree, insns: 1811, prog_type: kprobe, fd: 234] [name: security_sb_pivotroot_prog, section name: kprobe/security_sb_pivotroot, insns: 34, prog_type: kprobe, fd: 235] [name: gke_cos_security_sb_pivotroot_prog, section name: kprobe/security_sb_pivotroot, insns: 3556, prog_type: kprobe, fd: 236] [name: is_path_reachable_prog, section name: kprobe/is_path_reachable, insns: 3549, prog_type: kprobe, fd: 237] [name: setns_prog, section name: tracepoint/syscalls/sys_exit_setns, insns: 46, prog_type: tracepoint, fd: 238] [name: unshare_prog, section name: tracepoint/syscalls/sys_exit_unshare, insns: 46, prog_type: tracepoint, fd: 239], eBPF maps: [name: config_map, fd: 218, type: array, max_entries: 10, key_size: 4, value_size: 4] [name: build_abs_path_args_map, fd: 219, type: lru_hash, max_entries: 2048, key_size: 8, value_size: 48] [name: build_abs_path_prog_array, fd: 220, type: prog_array, max_entries: 16, key_size: 4, value_size: 4] [name: s1_pex, fd: 222, type: hash, max_entries: 4194304, key_size: 4, value_size: 1] [name: s1_mex, fd: 223, type: hash, max_entries: 512, key_size: 4, value_size: 1] [name: mount_tgid_to_args, fd: 221, type: lru_hash, max_entries: 2048, key_size: 4, value_size: 40] [name: mount_sample_tmp_storage, fd: 224, type: per_cpu, max_entries: 1, key_size: 4, value_size: 8280] [name: umount_tgid_to_args, fd: 225, type: lru_hash, max_entries: 2048, key_size: 4, value_size: 16] [name: umount_sample_tmp_storage, fd: 226, type: per_cpu, max_entries: 1, key_size: 4, value_size: 4108] [name: pivot_root_tgid_to_args, fd: 227, type: lru_hash, max_entries: 2048, key_size: 4, value_size: 16] [name: pivot_root_sample_tmp_storage, fd: 228, type: per_cpu, max_entries: 1, key_size: 4, value_size: 8204] [name: events_map, fd: 229, type: perf_event, max_entries: 2048, key_size: 4, value_size: 4], eBPF links:
[2025-03-11 15:00:46.588782] [171251] [debug] Run eBPF test for 'mounts_kern.o', 'ebpf_mount', test params: /opt/sentinelone/ebpfs/test_ebpf mount --remount --object=/opt/sentinelone/ebpfs/core/mounts_kern.o --missing-caps
[2025-03-11 15:00:46.590069] [171251] [debug] run_ebpf_test: pid 171299
[2025-03-11 15:00:46.590083] [171251] [debug] Excluding PID 171299
[2025-03-11 15:00:47.590712] [171251] [info] eBPF test for 'mounts_kern.o', 'ebpf_mount' pass successfully
[2025-03-11 15:00:47.590769] [171251] [debug] Initializing event ebpf_mount
[2025-03-11 15:00:47.590779] [171251] [debug] get_supported_ebpf_object: called for 'ebpf_mount' type
[2025-03-11 15:00:47.590782] [171251] [debug] perf_ebpf_object::init_hooks: called for ebpf_mount
[2025-03-11 15:00:47.610510] [171251] [debug] Creating kprobe for 'do_add_mount', using dynamic_pmu approach
[2025-03-11 15:00:47.627565] [171251] [debug] Creating kprobe for 'security_sb_mount', using dynamic_pmu approach
[2025-03-11 15:00:47.627571] [171251] [info] perf_ebpf_object: initialized 2 hooks for type 'ebpf_mount'
[2025-03-11 15:00:47.627718] [171251] [debug] adding sample handler for 50002
[2025-03-11 15:00:47.627738] [171251] [debug] sample handler for 50002 is already exist with 1 handlers
[2025-03-11 15:00:47.627748] [171251] [info] open_event_hooks: ebpf_mount: 2 hooks
[2025-03-11 15:00:47.632785] [171251] [debug] eBPF program fd 232 attached to perf fd 240
[2025-03-11 15:00:47.638253] [171251] [debug] eBPF program fd 230 attached to perf fd 241
[2025-03-11 15:00:47.638263] [171251] [trace] Adding event of type 50002
[2025-03-11 15:00:47.638270] [171251] [trace] Added event fd 240 to main fd 20 (CPU 0)
[2025-03-11 15:00:47.638314] [171251] [trace] Adding event of type 50002
[2025-03-11 15:00:47.638323] [171251] [trace] Added event fd 241 to main fd 20 (CPU 0)
[2025-03-11 15:00:47.638332] [171251] [info] open_event_hooks: ebpf_mount: 2 hooks
[2025-03-11 15:00:47.638342] [171251] [debug] hook_ebpf: handling cpu id 1 for 's1_50002_do_add_mount_enter', creating a dummy fd
[2025-03-11 15:00:47.638351] [171251] [debug] hook_ebpf: handling cpu id 1 for 's1_50002_security_sb_mount_enter', creating a dummy fd
[2025-03-11 15:00:47.638353] [171251] [trace] Adding event of type 50002
[2025-03-11 15:00:47.638369] [171251] [trace] Adding event of type 50002
[2025-03-11 15:00:47.638403] [171251] [debug] Initializing event umount
[2025-03-11 15:00:47.638412] [171251] [info] libbpf s1 constant 'dynamic_sample_enabled' set to 'enabled'
[2025-03-11 15:00:47.638427] [171251] [debug] init_ebpf_object: 'mounts' is already loaded, using same eBPF object
[2025-03-11 15:00:47.638446] [171251] [debug] Run eBPF test for 'mounts_kern.o', 'ebpf_umount', test params: /opt/sentinelone/ebpfs/test_ebpf umount --object=/opt/sentinelone/ebpfs/core/mounts_kern.o --missing-caps
[2025-03-11 15:00:47.640177] [171251] [debug] run_ebpf_test: pid 171302
[2025-03-11 15:00:47.640196] [171251] [debug] Excluding PID 171302
[2025-03-11 15:00:48.640714] [171251] [info] eBPF test for 'mounts_kern.o', 'ebpf_umount' pass successfully
[2025-03-11 15:00:48.640754] [171251] [debug] Initializing event ebpf_umount
[2025-03-11 15:00:48.640758] [171251] [debug] get_supported_ebpf_object: called for 'ebpf_umount' type
[2025-03-11 15:00:48.640760] [171251] [debug] perf_ebpf_object::init_hooks: called for ebpf_umount
[2025-03-11 15:00:48.662406] [171251] [debug] Creating kprobe for 'umount_tree', using dynamic_pmu approach
[2025-03-11 15:00:48.685420] [171251] [debug] Creating kprobe for 'security_sb_umount', using dynamic_pmu approach
[2025-03-11 15:00:48.685426] [171251] [info] perf_ebpf_object: initialized 2 hooks for type 'ebpf_umount'
[2025-03-11 15:00:48.685455] [171251] [debug] adding sample handler for 50003
[2025-03-11 15:00:48.685461] [171251] [debug] sample handler for 50003 is already exist with 1 handlers
[2025-03-11 15:00:48.685471] [171251] [info] open_event_hooks: ebpf_umount: 2 hooks
[2025-03-11 15:00:48.688699] [171251] [debug] eBPF program fd 234 attached to perf fd 242
[2025-03-11 15:00:48.692889] [171251] [debug] eBPF program fd 233 attached to perf fd 243
[2025-03-11 15:00:48.692900] [171251] [trace] Adding event of type 50003
[2025-03-11 15:00:48.692907] [171251] [trace] Added event fd 242 to main fd 20 (CPU 0)
[2025-03-11 15:00:48.693065] [171251] [trace] Adding event of type 50003
[2025-03-11 15:00:48.693078] [171251] [trace] Added event fd 243 to main fd 20 (CPU 0)
[2025-03-11 15:00:48.693094] [171251] [info] open_event_hooks: ebpf_umount: 2 hooks
[2025-03-11 15:00:48.693098] [171251] [debug] hook_ebpf: handling cpu id 1 for 's1_50003_umount_tree_enter', creating a dummy fd
[2025-03-11 15:00:48.693104] [171251] [debug] hook_ebpf: handling cpu id 1 for 's1_50003_security_sb_umount_enter', creating a dummy fd
[2025-03-11 15:00:48.693105] [171251] [trace] Adding event of type 50003
[2025-03-11 15:00:48.693110] [171251] [trace] Adding event of type 50003
[2025-03-11 15:00:48.693130] [171251] [debug] Initializing event pivot_root
[2025-03-11 15:00:48.693153] [171251] [info] libbpf s1 constant 'dynamic_sample_enabled' set to 'enabled'
[2025-03-11 15:00:48.693168] [171251] [debug] init_ebpf_object: 'mounts' is already loaded, using same eBPF object
[2025-03-11 15:00:48.693183] [171251] [debug] Run eBPF test for 'mounts_kern.o', 'ebpf_pivot_root', test params: /opt/sentinelone/ebpfs/test_ebpf mount --object=/opt/sentinelone/ebpfs/core/mounts_kern.o --missing-caps
[2025-03-11 15:00:48.694212] [171251] [debug] run_ebpf_test: pid 171304
[2025-03-11 15:00:48.694234] [171251] [debug] Excluding PID 171304
[2025-03-11 15:00:49.694788] [171251] [info] eBPF test for 'mounts_kern.o', 'ebpf_pivot_root' pass successfully
[2025-03-11 15:00:49.694819] [171251] [debug] Initializing event ebpf_pivot_root
[2025-03-11 15:00:49.694823] [171251] [debug] get_supported_ebpf_object: called for 'ebpf_pivot_root' type
[2025-03-11 15:00:49.694825] [171251] [debug] perf_ebpf_object::init_hooks: called for ebpf_pivot_root
[2025-03-11 15:00:49.713404] [171251] [debug] Creating kprobe for 'is_path_reachable', using dynamic_pmu approach
[2025-03-11 15:00:49.737387] [171251] [debug] Creating kprobe for 'security_sb_pivotroot', using dynamic_pmu approach
[2025-03-11 15:00:49.737391] [171251] [info] perf_ebpf_object: initialized 2 hooks for type 'ebpf_pivot_root'
[2025-03-11 15:00:49.737450] [171251] [debug] adding sample handler for 50004
[2025-03-11 15:00:49.737457] [171251] [debug] sample handler for 50004 is already exist with 1 handlers
[2025-03-11 15:00:49.737466] [171251] [info] open_event_hooks: ebpf_pivot_root: 2 hooks
[2025-03-11 15:00:49.741455] [171251] [debug] eBPF program fd 237 attached to perf fd 244
[2025-03-11 15:00:49.745697] [171251] [debug] eBPF program fd 235 attached to perf fd 245
[2025-03-11 15:00:49.745709] [171251] [trace] Adding event of type 50004
[2025-03-11 15:00:49.745716] [171251] [trace] Added event fd 244 to main fd 20 (CPU 0)
[2025-03-11 15:00:49.745729] [171251] [trace] Adding event of type 50004
[2025-03-11 15:00:49.745736] [171251] [trace] Added event fd 245 to main fd 20 (CPU 0)
[2025-03-11 15:00:49.745750] [171251] [info] open_event_hooks: ebpf_pivot_root: 2 hooks
[2025-03-11 15:00:49.745755] [171251] [debug] hook_ebpf: handling cpu id 1 for 's1_50004_is_path_reachable_enter', creating a dummy fd
[2025-03-11 15:00:49.745758] [171251] [debug] hook_ebpf: handling cpu id 1 for 's1_50004_security_sb_pivotroot_enter', creating a dummy fd
[2025-03-11 15:00:49.745760] [171251] [trace] Adding event of type 50004
[2025-03-11 15:00:49.745765] [171251] [trace] Adding event of type 50004
[2025-03-11 15:00:49.745797] [171251] [debug] Initializing event setns
[2025-03-11 15:00:49.745807] [171251] [info] libbpf s1 constant 'dynamic_sample_enabled' set to 'enabled'
[2025-03-11 15:00:49.745819] [171251] [debug] init_ebpf_object: 'mounts' is already loaded, using same eBPF object
[2025-03-11 15:00:49.745839] [171251] [debug] Run eBPF test for 'mounts_kern.o', 'ebpf_setns', test params: /opt/sentinelone/ebpfs/test_ebpf setns --object=/opt/sentinelone/ebpfs/core/mounts_kern.o --missing-caps
[2025-03-11 15:00:49.746906] [171251] [debug] run_ebpf_test: pid 171306
[2025-03-11 15:00:49.746930] [171251] [debug] Excluding PID 171306
[2025-03-11 15:00:50.747488] [171251] [info] eBPF test for 'mounts_kern.o', 'ebpf_setns' pass successfully
[2025-03-11 15:00:50.747534] [171251] [debug] Initializing event ebpf_setns
[2025-03-11 15:00:50.747537] [171251] [debug] get_supported_ebpf_object: called for 'ebpf_setns' type
[2025-03-11 15:00:50.747540] [171251] [debug] perf_ebpf_object::init_hooks: called for ebpf_setns
[2025-03-11 15:00:50.747562] [171251] [info] perf_ebpf_object: initialized 1 hooks for type 'ebpf_setns'
[2025-03-11 15:00:50.747587] [171251] [debug] adding sample handler for 50005
[2025-03-11 15:00:50.747594] [171251] [info] open_event_hooks: ebpf_setns: 1 hooks
[2025-03-11 15:00:50.747621] [171251] [trace] raw id string: 267
[2025-03-11 15:00:50.747821] [171251] [debug] eBPF program fd 238 attached to perf fd 246
[2025-03-11 15:00:50.747828] [171251] [trace] Adding event of type 50005
[2025-03-11 15:00:50.747832] [171251] [trace] Added event fd 246 to main fd 20 (CPU 0)
[2025-03-11 15:00:50.747842] [171251] [info] open_event_hooks: ebpf_setns: 1 hooks
[2025-03-11 15:00:50.747844] [171251] [debug] hook_ebpf: handling cpu id 1 for 'sys_exit_setns', creating a dummy fd
[2025-03-11 15:00:50.747845] [171251] [trace] Adding event of type 50005
[2025-03-11 15:00:50.747862] [171251] [debug] Initializing event unshare
[2025-03-11 15:00:50.747867] [171251] [info] libbpf s1 constant 'dynamic_sample_enabled' set to 'enabled'
[2025-03-11 15:00:50.747878] [171251] [debug] init_ebpf_object: 'mounts' is already loaded, using same eBPF object
[2025-03-11 15:00:50.747903] [171251] [debug] Run eBPF test for 'mounts_kern.o', 'ebpf_unshare', test params: /opt/sentinelone/ebpfs/test_ebpf unshare --object=/opt/sentinelone/ebpfs/core/mounts_kern.o --missing-caps
[2025-03-11 15:00:50.748757] [171251] [debug] run_ebpf_test: pid 171308
[2025-03-11 15:00:50.748779] [171251] [debug] Excluding PID 171308
[2025-03-11 15:00:51.749629] [171251] [info] eBPF test for 'mounts_kern.o', 'ebpf_unshare' pass successfully
[2025-03-11 15:00:51.749706] [171251] [debug] Initializing event ebpf_unshare
[2025-03-11 15:00:51.749709] [171251] [debug] get_supported_ebpf_object: called for 'ebpf_unshare' type
[2025-03-11 15:00:51.749715] [171251] [debug] perf_ebpf_object::init_hooks: called for ebpf_unshare
[2025-03-11 15:00:51.749740] [171251] [info] perf_ebpf_object: initialized 1 hooks for type 'ebpf_unshare'
[2025-03-11 15:00:51.749764] [171251] [debug] adding sample handler for 50006
[2025-03-11 15:00:51.749773] [171251] [info] open_event_hooks: ebpf_unshare: 1 hooks
[2025-03-11 15:00:51.749806] [171251] [trace] raw id string: 119
[2025-03-11 15:00:51.749988] [171251] [debug] eBPF program fd 239 attached to perf fd 247
[2025-03-11 15:00:51.749994] [171251] [trace] Adding event of type 50006
[2025-03-11 15:00:51.749999] [171251] [trace] Added event fd 247 to main fd 20 (CPU 0)
[2025-03-11 15:00:51.750018] [171251] [info] open_event_hooks: ebpf_unshare: 1 hooks
[2025-03-11 15:00:51.750021] [171251] [debug] hook_ebpf: handling cpu id 1 for 'sys_exit_unshare', creating a dummy fd
[2025-03-11 15:00:51.750025] [171251] [trace] Adding event of type 50006
[2025-03-11 15:00:51.750045] [171251] [debug] Initializing event bash_readline
[2025-03-11 15:00:51.750051] [171251] [info] libbpf s1 constant 'dynamic_sample_enabled' set to 'enabled'
[2025-03-11 15:00:51.750131] [171251] [debug] available_versions: 5.11.0-16
[2025-03-11 15:00:51.750136] [171251] [debug] init_ebpf_object: checking version '5.11.0-16' for 'uprobe_bash_readline' eBPF
[2025-03-11 15:00:51.750537] [171251] [info] libbpf: elf: skipping unrecognized data section(25) .eh_frame
[2025-03-11 15:00:51.750545] [171251] [info] libbpf: elf: skipping relo section(26) .rel.eh_frame for section(25) .eh_frame
[2025-03-11 15:00:51.757519] [171251] [debug] hook_ebpf: section name: uretprobe//bin/bash:readline, tracefs hook name: s1_50033__readline_100_exit, ebpf_type: 50033, skip: false, event buffer type: perf
[2025-03-11 15:00:51.757725] [171251] [debug] hook_ebpf: section name: uretprobe//lib64/libreadline.so.6:readline, tracefs hook name: s1_50033__readline_101_exit, ebpf_type: 50033, skip: false, event buffer type: perf
[2025-03-11 15:00:51.757786] [171251] [info] perf_ebpf_object::make_hooks: failed to create hook uretprobe//lib64/libreadline.so.6:readline: stat failed on path: /lib64/libreadline.so.6: No such file or directory, skipping it
[2025-03-11 15:00:51.757794] [171251] [debug] hook_ebpf: section name: uretprobe//lib64/libreadline.so.7:readline, tracefs hook name: s1_50033__readline_102_exit, ebpf_type: 50033, skip: false, event buffer type: perf
[2025-03-11 15:00:51.757820] [171251] [info] perf_ebpf_object::make_hooks: failed to create hook uretprobe//lib64/libreadline.so.7:readline: stat failed on path: /lib64/libreadline.so.7: No such file or directory, skipping it
[2025-03-11 15:00:51.757823] [171251] [debug] hook_ebpf: section name: uretprobe//usr/lib64/libreadline.so.8:readline, tracefs hook name: s1_50033__readline_103_exit, ebpf_type: 50033, skip: false, event buffer type: perf
[2025-03-11 15:00:51.757923] [171251] [info] loaded eBPF object: path: /opt/sentinelone/ebpfs/5.11.0-16/bash_readline.o, name: bash_readline, programs (4), maps (4). eBPF programs: [name: bash_readline, section name: uretprobe//bin/bash:readline, insns: 48, prog_type: kprobe, fd: 253] [name: libreadline6_readline, section name: uretprobe//lib64/libreadline.so.6:readline, insns: 48, prog_type: kprobe, fd: 254] [name: libreadline7_readline, section name: uretprobe//lib64/libreadline.so.7:readline, insns: 48, prog_type: kprobe, fd: 255] [name: libreadline8_readline, section name: uretprobe//usr/lib64/libreadline.so.8:readline, insns: 48, prog_type: kprobe, fd: 256], eBPF maps: [name: s1_pex, fd: 250, type: hash, max_entries: 4194304, key_size: 4, value_size: 1] [name: s1_mex, fd: 251, type: hash, max_entries: 512, key_size: 4, value_size: 1] [name: events_map, fd: 249, type: perf_event, max_entries: 2048, key_size: 4, value_size: 4] [name: tmp_storage_map, fd: 252, type: per_cpu, max_entries: 1, key_size: 4, value_size: 4104], eBPF links:
[2025-03-11 15:00:51.757928] [171251] [info] Skipping eBPF test for 'bash_readline.o', 'ebpf_uprobe_bash_readline'
[2025-03-11 15:00:51.757939] [171251] [debug] Initializing event ebpf_uprobe_bash_readline
[2025-03-11 15:00:51.757947] [171251] [debug] get_supported_ebpf_object: called for 'ebpf_uprobe_bash_readline' type
[2025-03-11 15:00:51.757953] [171251] [debug] perf_ebpf_object::init_hooks: called for ebpf_uprobe_bash_readline
[2025-03-11 15:00:51.757970] [171251] [debug] Setting ebpf probe for s1_50033__readline_103_exit - /usr/lib64/libreadline.so.8.1:156880
[2025-03-11 15:00:51.758005] [171251] [debug] Creating uretprobe for '/usr/lib64/libreadline.so.8.1:156880', using dynamic_pmu approach
[2025-03-11 15:00:51.758010] [171251] [debug] Setting ebpf probe for s1_50033__readline_100_exit - /usr/bin/bash:857888
[2025-03-11 15:00:51.758015] [171251] [debug] Creating uretprobe for '/usr/bin/bash:857888', using dynamic_pmu approach
[2025-03-11 15:00:51.758018] [171251] [info] perf_ebpf_object: initialized 2 hooks for type 'ebpf_uprobe_bash_readline'
[2025-03-11 15:00:51.758026] [171251] [debug] adding sample handler for 50033
[2025-03-11 15:00:51.758029] [171251] [debug] sample handler for 50033 is already exist with 1 handlers
[2025-03-11 15:00:51.758034] [171251] [info] open_event_hooks: ebpf_uprobe_bash_readline: 2 hooks
[2025-03-11 15:00:51.764510] [171251] [debug] eBPF program fd 256 attached to perf fd 257
[2025-03-11 15:00:51.764665] [171251] [debug] eBPF program fd 253 attached to perf fd 258
[2025-03-11 15:00:51.764671] [171251] [trace] Adding event of type 50033
[2025-03-11 15:00:51.764677] [171251] [trace] Added event fd 257 to main fd 20 (CPU 0)
[2025-03-11 15:00:51.764680] [171251] [trace] Adding event of type 50033
[2025-03-11 15:00:51.764687] [171251] [trace] Added event fd 258 to main fd 20 (CPU 0)
[2025-03-11 15:00:51.764706] [171251] [info] open_event_hooks: ebpf_uprobe_bash_readline: 2 hooks
[2025-03-11 15:00:51.764709] [171251] [debug] hook_ebpf: handling cpu id 1 for 's1_50033__readline_103_exit', creating a dummy fd
[2025-03-11 15:00:51.764724] [171251] [debug] hook_ebpf: handling cpu id 1 for 's1_50033__readline_100_exit', creating a dummy fd
[2025-03-11 15:00:51.764734] [171251] [trace] Adding event of type 50033
[2025-03-11 15:00:51.764737] [171251] [trace] Adding event of type 50033
[2025-03-11 15:00:51.764748] [171251] [debug] container_uprobes: monitoring event ebpf_uprobe_bash_readline
[2025-03-11 15:00:51.764758] [171251] [debug] Initializing event bash_bind_variable
[2025-03-11 15:00:51.764778] [171251] [info] libbpf s1 constant 'dynamic_sample_enabled' set to 'enabled'
[2025-03-11 15:00:51.764855] [171251] [debug] available_versions: core,5.11.0-16
[2025-03-11 15:00:51.764859] [171251] [debug] init_ebpf_object: checking version 'core' for 'uprobe_bash_bind_variable' eBPF
[2025-03-11 15:00:51.776312] [171251] [debug] hook_ebpf: section name: uprobe//bin/bash:bind_variable, tracefs hook name: s1_50034__bind_variable_104_enter, ebpf_type: 50034, skip: false, event buffer type: perf
[2025-03-11 15:00:51.776533] [171251] [info] loaded eBPF object: path: /opt/sentinelone/ebpfs/core/bash_bind_variable_kern.o, name: bash_bind_varia, programs (1), maps (4). eBPF programs: [name: bpf_prog, section name: uprobe//bin/bash:bind_variable, insns: 52, prog_type: kprobe, fd: 262], eBPF maps: [name: tmp_storage_map, fd: 260, type: per_cpu, max_entries: 1, key_size: 4, value_size: 580] [name: events_map, fd: 261, type: perf_event, max_entries: 2048, key_size: 4, value_size: 4] [name: s1_pex, fd: 263, type: hash, max_entries: 4194304, key_size: 4, value_size: 1] [name: s1_mex, fd: 264, type: hash, max_entries: 512, key_size: 4, value_size: 1], eBPF links:
[2025-03-11 15:00:51.776619] [171251] [debug] Run eBPF test for 'bash_bind_variable_kern.o', 'ebpf_uprobe_bash_bind_variable', test params: /opt/sentinelone/ebpfs/test_ebpf bash_bind_variable --object=/opt/sentinelone/ebpfs/core/bash_bind_variable_kern.o --missing-caps
[2025-03-11 15:00:51.777620] [171251] [debug] run_ebpf_test: pid 171310
[2025-03-11 15:00:51.777644] [171251] [debug] Excluding PID 171310
[2025-03-11 15:00:52.778212] [171251] [info] eBPF test for 'bash_bind_variable_kern.o', 'ebpf_uprobe_bash_bind_variable' pass successfully
[2025-03-11 15:00:52.778257] [171251] [debug] Initializing event ebpf_uprobe_bash_bind_variable
[2025-03-11 15:00:52.778259] [171251] [debug] get_supported_ebpf_object: called for 'ebpf_uprobe_bash_bind_variable' type
[2025-03-11 15:00:52.778262] [171251] [debug] perf_ebpf_object::init_hooks: called for ebpf_uprobe_bash_bind_variable
[2025-03-11 15:00:52.778283] [171251] [debug] Setting ebpf probe for s1_50034__bind_variable_104_enter - /usr/bin/bash:360672
[2025-03-11 15:00:52.778334] [171251] [debug] Creating uprobe for '/usr/bin/bash:360672', using dynamic_pmu approach
[2025-03-11 15:00:52.778337] [171251] [info] perf_ebpf_object: initialized 1 hooks for type 'ebpf_uprobe_bash_bind_variable'
[2025-03-11 15:00:52.778352] [171251] [debug] adding sample handler for 50034
[2025-03-11 15:00:52.778362] [171251] [info] open_event_hooks: ebpf_uprobe_bash_bind_variable: 1 hooks
[2025-03-11 15:00:52.787467] [171251] [debug] eBPF program fd 262 attached to perf fd 265
[2025-03-11 15:00:52.787481] [171251] [trace] Adding event of type 50034
[2025-03-11 15:00:52.787486] [171251] [trace] Added event fd 265 to main fd 20 (CPU 0)
[2025-03-11 15:00:52.787498] [171251] [info] open_event_hooks: ebpf_uprobe_bash_bind_variable: 1 hooks
[2025-03-11 15:00:52.787501] [171251] [debug] hook_ebpf: handling cpu id 1 for 's1_50034__bind_variable_104_enter', creating a dummy fd
[2025-03-11 15:00:52.787502] [171251] [trace] Adding event of type 50034
